id,brand,title,description,price,cluster_id,pricecurrency,page_url
3941,,Nikon AF-S 24mm f/1.8G ED Lens,Bright f1.8 apertureSuitable for use on both FX and DX format Nikon DSLRsClose focus of just 7.8 InchesConstructed of Aspherical elements and ED glassNano crystal coating,1039,1278263,,
3942,Dymo Rhino,Dymo Rhino 12mm Black on White Vinyl Tape (18444),Dymo Rhino S0718600 from The Dymo Shop. 18444 Black on White Vinyl Tape - White- 12mm.,12.12,709712,,
3943,,Cisco Catalyst 9500 - Network Advantage - switch - 40 ports - managed - rac,"The Cisco Catalyst 9500 Series Switches are the next generation of enterprise-class core and aggregation layer switches, supporting full programmability and serviceability. Based on an x86 CPU, the Catalyst 9500 Series is Cisco's lead purpose-built fixed core and aggregation enterprise switching platform, built for security, IoT, and cloud. The Catalyst 9500 Series is the industry's first purpose-built 40 Gigabit Ethernet line of switches targeted for the enterprise campus.",18744.99,39013377,,
3944,,APC Smart-UPS 1500VA/980W LCD - SMT1500I,"24 min. hold-up time with typical load, LCD Status Panel, Smart Slot, USB und serial connectors, ECO Mode - reduce power usageColourBlackTypeStandalone-UPSModelStandaloneMaterialMetal with plastic panelRated Output1500 VA / 980 WattHold-up TimeFull Load6,7 minHalf Load23,1 minLoading Time to 95%3 hours at half loadOutputsPower Outlets8x IEC 320 C13 (connected to UPS)2x IEC JumpersInput Voltage160 - 286 VoltOutput Voltage230 VoltBattery Mode230 Volt (± 5 %)Connectors1 x USB1 x serial1 x serialProtectionInput ProtectionFuseOutput ProtectionElectronicOptical WarningsMultifunctional LCD Status and Control PanelAcoustic WarningsBattery Mode, Battery Power LowOperating EnvironmentOperating TemperatureUp to 40 °CNon-operating Temperature-15 to 45 °CHumidityUp to 95 %Net Weight27.2 kgDimensions (WxHxD)171 mm x 219 mm x 439 mmAccessoriesSoftware-CD, Documentation-CD, Installation Manual, Smart-UPS Signalling RS-232-Cable, USB-Cable",451.56,19552243,,
3945,,CH-31320-24GB-WH-GG 24 High White Metal Indoor-Outdoor Counter Height Stool by Flash Furniture,,71.71,1698025,,
3946,,New Era 9FORTY NBA New York Knicks Strapback - 11405599,,596.00,2787325,,
3947,JBL,JBL Charge 4 Waterproof Bluetooth Speaker Blue,,159.00,817963,,
3948,,Xbox One Elite Wireless Controller,"About the product Xbox Elite Wireless Controller is The World’s Most Advanced Controller! Get pro-level precision, an arsenal of swappable components, Hair Trigger Locks, and limitless customization with an easy-to-use app. Achieve greater control with interchangeable paddles and rubberized diamond grip. This product includes: An Xbox Elite Wireless Controller, a carrying case, a set of 4 paddles, a set of 6 thumbsticks, a set of 2 D-pads: faceted and standard, a USB cable, AA batteries and a quick set up guide and product manual. Compatible with Xbox One and Xbox One S. Compatible with Windows 10 via USB or the Xbox Wireless Adapter sold separately. Customize your experience further with an easy-to-use app on the Xbox One Console.",1395.00,2165486,,
3949,Peak Design,Peak Design Everyday Backpack 20L V2,,1920,2068946,,
3950,,Zebra 800015-101 Black (K) Resin Monochrome Ribbon - 1000 Prints,"Black Monochrome Resin Ribbon -1000 prints/rollMonochrome (Single Color) ribbons are used primarily for line art, text and barcodes.The Zebra 800015-101 Black Resin Ribbon is a Monochrome (single-color) ribbon.Monochrome ribbons are used primarily for line art, text and barcodes. A cleaning roll is also included.Watch a Video Preview of This RIbbon:Additional InformationBlack Resin Monochrome1000 prints/rollIncludes cleaning roller For single sided card printingSingle card $.01 per PrintSupported Printers:Zebra P300Zebra P300FZebra P310FZebra P310iZebra P310CZebra P320iZebra P330iZebra P330mZebra P400Zebra P420CZebra P420iZebra P430iZebra P500Zebra P520CZebra P520iZebra P600Zebra P720C Zebra ribbons are printer specific. To maximize card quality and your Zebra printer's life expectancy and durability, use only genuine Zebra ribbons.",13.18,5836450,,
3951,,Original Epson T04C4 Yellow Ink Cartridge (C13T04C440),"Product Description:As a genuine Epson product, you are assured of the highest printquality from the C13T04C440 ink cartridge.The Epson T04C4 is the standard capacity yellow cartridge of therange and offers the lowest initial cost of purchase. This meansyou can get your printer up and running as cheaply as possible,making the C13T04C440 ideal for those who do not print very oftenfrom their inkjet printer.This original Epson T04C4 yellow ink cartridge is fully compatiblewith the WorkForce Pro WF-C8190DTWC and all of the inkjet printersfound listed on this page.",45.17,678700,,
3952,Citizen Horloges Eco Drive,Citizen Radio Controlled AT8124-91L horloge Eco-Drive Sport,Citizen AT8124-91L horloge Radio Controlled Sport Eco Drive herenhorloge,479.00,356239,,
3953,Doc Johnson,"Jr. Double Header 12\"" Dildo in White","During sex, foreplay and everything in between, sharing is definitely half the fun, especially when your partner is experiencing the same incredibly deep, ultra satisfying pleasure that you are!The classic, top-selling Jr. Double Header 12\"" Dildo from Doc Johnson is long and ultra flexible, conforming itself easily to any number of positions- both you and your playmate will adore the identically shaped heads at either end. Lifelike to the extreme, each end is shaped like the real thing, featuring a smooth tip and lots of length in between. Use it as a double penetrator, or, going back to our sharing suggestion, hand one end to a partner and meet in the middle.In a supple phthalate-free PVC, the Jr. Double Header is easy to clean using lots of warm soapy water or a good toy cleansing fluid. For maximum pleasure, use lots of a great quality water-based lube. Made in the USA.",24.99,706446,,
3954,Dymo,Dymo Tape RhinoPRO Vinyl 12mm Svart/Vit,,169,709712,,
3955,,APC Smart-UPS Battery Systems,APC Smart-UPS SRT 192V 8kVA and 10kVA Battery Pack,15990.00,996820,,
3956,,"Epson T02V3 Patron Magenta 3,3ml (Eredeti)","502, Binoculars, Singlepack, 1 x 3.3mlMagenta, Standard, Standard",2858,2242313,,
3957,,SSD GOODRAM CX400 256GB SATA-III 2.5 inch,Citire max.: 550 MB/sScriere max.: 490 MB/sRandom 4KB citire: 65K IOPS max.Random 4KB scriere: 82K IOPS max.,160,951458,,
3958,,"Peak Design Everyday Backpack (20L, Ash)","Holds Full Frame DSLR & 3-4 LensesDedicated 15\"" Laptop SleeveThree Flexfold Dividers Protect GearBuilt-In Expansion with Maglatch SystemExterior & Sub-Divided Interior PocketsAdjustable Backpack StrapsHidden Waist StrapTop Grab Handle & Side Briefcase StrapPass-Through Luggage StrapDurable Kodra Fabric & Weatherproof Coat",399.00,520976,,
3959,Blaze Outdoor Products,Blaze 2 Burner Professional Built-In Propane Gas Grill,"Blaze presents the Blaze Professional Grill as a leader in the industry regarding the thickness of its components resulting in irrefutable durability while providing an effective cooking system. By the precision mixing of fuel and oxygen, Blaze Professional achieves extraordinary searing temperatures while maintaining low gas consumption per burner when compared to the top performing grill brands. The Professional’s Illumination system compliments its unmistakable style giving an appearance to catch every admiring eye!Dimensions: 24-1/8\"" H x 26-5/8\"" W x 28-3/8\"" D",2499.99,6766905,,
3960,,JBL Go 2 Portable Waterproof Bluetooth Speaker with mic (Moss Green),"JBL Legendary SoundGrab and GoWireless Bluetooth Streaming5 Hours of Playtime under optimum audio settingsIPX7 Waterproof designBuilt-in Noise-cancelling SpeakerphoneAudio cable inputThe JBL GO 2 is a full-featured waterproof Bluetooth speaker to take with you everywhere. Wirelessly stream music via Bluetooth for up to 5 hours of continuous JBL quality sound. Making a splash with its new IPX7 waterproof design, GO 2 gives music lovers the opportunity to bring their speaker poolside, or to the beach. GO 2 also offers crystal clear phone call experience with its built-in noise-cancelling speakerphone. Crafted in a compact design with 12 eye-catching colors to choose from, GO 2 instantly raises your style profile to all-new levels.Experience superior JBL sound with powerful bass that truly packs a punch.Enjoy crystal clear conference calls over your speaker with the noise free speakerphone.Built-in, rechargeable Li-ion battery supports up to 5 hours of playtime.Don’t worry if Bluetooth is not available, plug the audio cable into the speaker and enjoy your music all the same.The IPX7 waterproof housing makes GO 2 perfect for worry-free listening by the beach or poolside, or even in it.Wirelessly stream high-quality sound from your smartphone or tablet.",2.199E3,924478,,
3961,,LOGITECH USB Headset H390 - USB - EMEA,,200.84,149318,,
3962,,"RAM Low Profile Suction Cup Base w 1\"" Ball (RAP-B-224-2U)","Included:1 x RAM Low Profile Suction Cup Base w 1\"" Ball (RAP-B-224-2U)The RAP-B-224-2U consists of a 2.75\"" twist-lock suction cup base with a 1\"" (B-Size) rubber ball. The suction cup is designed to have an extra strong hold on any smooth, non-porous surface. For best results mount the suction cup on glass or non-porous plastic surface.SpecificationsSUCTION SIZE: 2.75\"" DiameterBALL/SOCKET SIZE: B Size (1\"")WEIGHT CAPACITY: 2 lbsMATERIALS: High Strength CompositePACKAGING TYPE: Poly-bag(RAP-B-224-1U)",25.0,309258,,
3963,,Philips TL5 HO 39W 865 (MASTER) | 85cm - Daylight,"Philips TL5 HO 39W 865 - 85cmat reduced prices! Take advantage of Philips quality with important discounts for large quantities! Fast shipping, do not hesitate to contact us! Philips TL5 HO 39W 865 - 85cmtechnical characteristicsPhilips TL5 High Output are fluorescent tubes of 16 mm in diameter that combine maximum luminous efficiency with low energy consumption.",4.28E0,3008840,,
3964,,New Era Curved Brim 9FORTY The League Seattle Seahawks NFL Adjustable Cap marineblau,"New Era Curved Brim 9FORTY The League Seattle Seahawks NFL Adjustable Cap marineblau, Marke: New Era, Farbe: Marineblau, Form: Gebogener Schirm, Für: Erwachsene, Design: Unisex, Verschluss: Einstellbar",24.95,749803,,
3965,,KING SINGLE SIze - Cool Gel Memory Foam Mattress,"Sleep gets even better with the Bedding Memory Foam Mattress. This is not your ordinary memory foam mattress. It incorporates an innovative multi-layer technology that utilises three different foam layers – cool gel memory foam, egg-shaped foam and high-density foam. The result is a mattress that delivers contouring pressure relief, a cooling bounce with adequate air flow, and strength and durability to support sleepers of all shapes and sizes with zero partner disturbance. On top of these benefits, you still get to enjoy a memory foam mattress that is known for its exceptional qualities such as a Belgium knitted fabric cover that is removable, anti-slip base, anti-bacteria, dust-mite resistant and hypo-allergenic.Features* Premium knitted fabric* Multi-layer foam structure* Top layer: Certi PUR-US certified cool gel memory foam* Middle layer: egg shaped foam* Bottom layer: high density supportive foam* Washable removable zipped cover* Anti-slip base* Excellent support and sublime comfort* Hypo-allergenic and dust mite resistant* Zero partner disturbance* Temperature regulationSpecifications* Size: King Single* Dimensions: 107cm x 203cm x 25cm* Firmness: Medium Firm* Vacuum packaging: Item will expand to its normal shape within one day after unpacking.Package Content1 x Memory foam mattress 1 x Plastic bag opener",506.00,3070336,,
3966,Panerai,Panerai Radiomir Manual-winding Brown Dial 47 mm Men's Watch - PAM00687,Reference number PAM00687 Steel Manual winding Watch with original box Watch with original papers 47mm,9969,33945757,,
3967,Canon,Canon L50 6812A001AA Compatible Black Copier Toner Cartridge,Canon L50 6812A001AA Compatible Black Copier Toner CartridgeCompatible Copiers: Canon - ImageClass SeriesImageClass D660 ImageClass D661 ImageClass D680 ImageClass D760 ImageClass D761 ImageClass D780 ImageClass D860 ImageClass D861 ImageClass D880Canon - PC SeriesPC-1060 PC-1061 PC-1080F,60.90,2258094,,
3968,Canon,Original Canon CLI-271 Cyan Ink,"The OEM Canon 0391C001 (CLI-271) Cyan inkjet cartridge is available to you right on our site. The Canon 0391C001 is a high resolution cartridge. Buy your genuine CLI-271 ink cartridge and enjoy clear, accurate printouts from your Canon printer. 100% Satisfaction Guarantee.",14.99,1553060,,
3969,,Kaweco SKYLINE SPORT Ballpoint Pen Mint,"The Kaweco Sport closely follows theoriginal 1935 Kaweco octogonal designSuper compact design, just 105mm long and 14mm in diameterMade from tough but exceptionally lightweight ABSplasticFeatures the Kaweco logo in metal on the end of the capPush-button retractable mechanism. Uses standard D1 Ballpen RefillPresented inKaweco Paper Gift Box and supplied with a Kaweco D1 Ballpen Refill Blue1.0mmMade in Germany",18,914992,,
3970,,Johnnie Walker Blue Label Scotch,"Johnnie Walker Blue Label Scotch whisky, Blue Label is made from a few exceptional whiskies with powerful flavours. Each bottle is precious to us and is individually numbered.",149.49,44982,,
3971,,Kaweco Classic Sport Fountain Pen Navy Blue,"Originally created in 1911, this versatile Kaweco fountain pen is compact to carry around and a joy to use as it turns into a full size pen when the cap is posted.Length (closed): 10cmLength (posted): 13.5cmMade in Germany.See all Kaweco items.",33.60,48015080,,
3972,,ZEBRA 800015-101 Black (K) Ribbon - 1000 Prints,Zebra 800015-101 Black (K) Ribbon.This is an original ZEBRA Eltron 800015-101 Black (K) Ribbon for the Zebra card printers.It is highly recommended that you use only genuine ZEBRA Eltron 800015-101 Black (K) Ribbon to maximize card quality and printer durability for printing with your Zebra card printers.,13.00,5836450,,
3973,,Zebra 105999-704 ZXP Series 7 Print Station and Laminator Cleaning Kit,,197,1622351,,
3974,,Zebra 105999-705 Printhead Cleaning Card - Qty. 1,"TheZebra 105999-705 printhead cleaning card offer an easy and inexpensive way to maintain your printer's optimal printing functionality.The Zebra 105999-705 printhead cleaning card cleans dust and other debris from your Zebra printer's printhead to help ensure the quality of your printed cards.ID Wholesaler offers a low price guarantee on Zebra 105999-705 printhead cleaning cards.Did you know that Zebra 105999-705 printhead cleaning cards have a shelf life?When stored under proper conditions, Zebra 105999-705 cleaning cards typically have a shelf life of up to one year. Cleaning supplies that are more than one year old, and improperly stored, will not clean optimally, and will likely end up costing more money and time in maintenance and in reprinting cards.ID Wholesaler is an authorized Zebra reseller specializing in ID card printing products. We guarantee that our 105999-705 printhead cleaning cards are genuine Zebra products, are stored properly, and are always 'fresh'.",63.99,45965040,,
3975,Kaweco,"Kaweco Classic Sport fountain pen, white","Kaweco Classic Sport fountain pen, white",20.99,47387275,,
3976,Park Tool,Park Tool CCW-5 Crank Wrench,14mm socket8mm hex,$11.95,3133321,,
3977,,JOHNNIE WALKER RED BLENDED SCOTCH 1 Litre,"Johnnie Walker Red Label is our Pioneer Blend, the one that introduced our whisky to the world. Highly versatile and with universal appeal, it has a bold, distinctive flavor that shines through even when mixed. Johnnie Walker Red Label is now the best-selling Scotch Whisky around the globe. Perfect for parties and get-togethers, at home, or going out. Enjoy with friends.",50.29,2377510,,
3978,,SanDisk 8GB Cruzer Blade USB 2.0 Drive,"SanDisk 8GB Cruzer Blade USB 2.0 DriveUltra-compact and portable contoured stylingShare your photos, videos, songs and other files between computers with easeProtect your private files with included SanDisk SecureAccess software",5.00,2263429,,
3979,Jabra GN,Jabra BIZ 1500 QD - Mono,Jabra BIZ 1500 Headset - Mono - Quick Disconnect - Wired - 300 Ohm - 20 Hz - 4.50 kHz - Over-the...,60.0,1453559,,
3980,,Canon EF-S 35mm f/2.8 Macro IS STM,Standard macro prime lens with built-in Macro Lite for APS-C sensor Canon EOS DSLR cameras,299.00,1941335,,
3981,,XBOX ONE Controller Wireless Red,,55.42,454537,,
3982,PHILIPS,G5 Fluorescent Lamp T5 39w6500K /865 DayLight PHILIPS,,2.03,3008840,,
3983,,3x3m Gazebo Outdoor Marquee Tent Canopy White,"The 3 x 3m Gazebo - At a huge 3 x 3 m, this gazebo can accommodate a broad range of events - public gatherings, outdoor concerts, wedding receptions, company picnics - and still have room to spare.Featuring a thick steel frame and extra heavy-duty cloth material, the 3 x 3m Gazebo - White is built to last, and designed to withstand most any weather condition. Beyond the classic tent design, 4 walls are included - for added privacy, shade, and protection from the elements. These walls may be rolled up in order to suit your custom needs. The 3 x 3m Gazebo - White has the large dimensions, sturdy construction, and versatile wall features you need to beat the heat and make your next outdoor event a special one.Features of the 3 x 3m Gazebo - White:*Dimensions of 3 x 3 meters (tent design)Canopy material is 90G PE Colour: White 4 walls: 90G PE Package Content:1 x 3x3m Gazebo Outdoor Marquee Tent Canopy White",108.99,78570894,,
3984,,Everyday Backpack 20L Zip v2 asch,,199.00,3759136,,
3985,Bosch,Bosch Serie 2 MBS133BR0B Double Built In Electric Oven,"Reach another level of cooking with the Bosch Serie 2 MBS133BR0B Double Built In Electric Oven. Baking, roasting and grilling are made easy in either compartment of this appliance, with optimised hot air distribution available for the main oven. Two rotary dials for each cavity, either side of a digital clock and programmable timer, provide access to the functions and temperature controls. The top cavity, with a capacity of 34 litres, can operate as a conventional oven, with top and bottom heat, or a grill covering a small and large area. The conventional way is ideal for baking and roasting on one level, with even emissions from above and below. The grill can cover the whole oven or just the centre section.The main cavity, with an above-average capacity of 71 litres, has a host of features and can call upon a stainless steel fan when necessary. It can also serve as a large area grill, as a conventional oven but additionally offers even heat dispensation to all corners. The 3D system uses the fan to blow around the hot air produced from the ring-shaped element for balanced heat on three levels. Gentle hot air mode regulates the fan speed, with a rapid pre-heat setting also available to get the oven up and running.This is a built-in oven, which can be part of a fitted kitchen at eye level, but is not meant to be positioned underneath a worktop. More benefits of this Bosch Serie 2 Double Built In Electric OvenBoth ovens have viewing windows, handles and a halogen interior light. The smooth enamelled finish to each cavity traps grease and food spills. EcoClean Direct is another coating, a ceramic treatment to the rear wall.The shelves and support rails are removable for easy cleaning elsewhere. You'll be well covered by a full two-year guarantee, for parts and labour.",699,2018501,,
3986,,WS-C3750-24TS-E Cisco Catalyst 3750 Network Switch (New),"Condition: NEWAvailability: End Of Life - Inventory May Be LimitedCisco 3750 Ethernet Switch - 24 ports - 24 x 10/100Base-TX and 2 x SFP - Stackable - IP Services (WS-C3750-24TS-E)For mid-sized organizations and enterprise branch offices, the Cisco Catalyst 3750 Series eases deployment of converged applications and adapts to changing business needs by providing configuration flexibility, support for converged network patterns, and automation of intelligent network-services configurations. In addition, the Cisco Catalyst 3750 Series is optimized for high-density Gigabit Ethernet deployments and includes a diverse range of switches that meet access, aggregation, or small-network backbone-connectivity requirements.GeneralDevice TypeSwitch - 24 ports - L3 - managed - stackableEnclosure TypeRack-mountable 1USubtypeFast EthernetPorts24 x 10/100 + 2 x 10/100/1000Power Over Ethernet (PoE)PoEMAC Address Table Size12K entriesRouting ProtocolOSPF, IGRP, BGP-4, RIP-1, RIP-2, EIGRP, HSRP, IGMP, DVMRP, PIM-SM, static IP routing, PIM-DMRemote Management ProtocolSNMP 1, RMON 1, RMON 2, Telnet, SNMP 3, SNMP 2cAuthentication MethodKerberos, Secure Shell (SSH), RADIUS, TACACS+FeaturesFull duplex capability, layer 3 switching, auto-sensing per device, IP-routing, DHCP support, auto-negotiation, ARP support, auto-uplink (auto MDI/MDI-X), IGMP snooping, manageable, stackable, IPv6 supportCompliant StandardsIEEE 802.3u, IEEE 802.1D, IEEE 802.1Q, IEEE 802.1p, IEEE 802.3x, IEEE 802.3ad (LACP), IEEE 802.1w, IEEE 802.1x, IEEE 802.1sRAM128 MBFlash Memory16 MB flashStatus IndicatorsPort transmission speed, port duplex mode, system, link/activityExpansion / ConnectivityInterfaces24 x 10Base-T/100Base-TX - RJ-45 ¦ 1 x network stack device ¦ 1 x RJ-45 management ¦ 2 x 10Base-T/100Base-TX/1000Base-T - RJ-45Installed Modules Qty (Max)2 (installed) / 2 (max)PowerPower DeviceInternal power supplyVoltage RequiredAC 120/230 V (50/60 Hz)MiscellaneousCompliant StandardsFCC Class A certified, UL, TUV GS, CISPR 24, cUL, EN 60950, EN55022, NOM, VCCI Class A ITE, IEC 60950, EN55024, UL 60950 Third Edition, CISPR 22, CB, AS/NZ 3548 Class ADimensions & WeightWidth17.5 inDepth11.9 inHeight1.7 inWeight11.68 lbsEnvironmental ParametersMin Operating Temperature32 °FMax Operating Temperature113 °FHumidity Range Operating10 - 85%",2.473E3,1760105,,
3987,Redragon,Redragon Mitra RGB Mechanical Gaming Keyboard,Step up your game with this beautifulRGB mechanical keyboard.,1299.00,26562506,,
3988,,GENUINE Dymo 12mm x 7m Black on Red Label Tape Roll SD45017,GENUINE Dymo 12mm x 7m Black on Red Label Tape Roll SD45017,20.37,48435,,
3989,,C9500-24Q-E Cisco Catalyst 9500 Ethernet Switch (New),"Condition: NEWAvailability: Stock AvailableCisco Catalyst 9500 Switch - 24 x 40 Gigabit Ethernet ports - Network Essentials License (C9500-24Q-E)The Cisco Catalyst 9500 Series Switches are the next generation of enterprise-class core and aggregation layer switches, supporting full programmability and serviceability. Based on an x86 CPU, the Catalyst 9500 Series is Cisco's lead purpose-built fixed core and aggregation enterprise switching platform, built for security, IoT, and cloud. The Catalyst 9500 Series is the industry's first purpose-built 40 Gigabit Ethernet line of switches targeted for the enterprise campus.GeneralDevice TypeSwitch - 24 ports - L3 - managedEnclosure TypeRack-mountable 1USubtype40 Gigabit EthernetPorts24 x 40 Gigabit QSFPPower Over Ethernet (PoE)UPOEPerformanceSwitching capacity (full duplex): 960 Gbps ¦ Forwarding rate: 1440 MppsCapacityRouting table entries: 64000 ¦ Indirect IPv4 routes: 64000 ¦ Host IPv4 routes: 32000 ¦ Indirect IPv6 routes: 32000 ¦ Host IPv6 routes: 16000 ¦ Multicast scale: 48000 ¦ QoS ACL scale: 18000 ¦ Security ACL scale: 18000 ¦ FNF entries: 512000 ¦ VLAN IDs: 4000 ¦ Switched virtual interfaces (SVIs): 4000MAC Address Table Size64K entriesJumbo Frame Support9198 bytesRouting ProtocolOSPF, RIP-1, RIP-2, IGMP, VRRP, PIM-SM, PIM-SSM, RIPng, MPLSRemote Management ProtocolSNMP 1, RMON 1, RMON 2, SNMP, SNMP 3, SNMP 2c, TFTP, NETCONF, RESTCONFEncryption Algorithm256-bit AESFeaturesIGMP snooping, Syslog support, IPv6 support, Non-Stop Forwarding (NSF), Stateful switchover (SSO), Weighted Random Early Detection (WRED), Virtual Route Redundancy Protocol (VRRP) support, Access Control List (ACL) support, Quality of Service (QoS), MLD snooping, LLDP support, Remote Switch Port Analyzer (RSPAN), NetFlow, Flexible NetFlow (FNF), MACsec support, built-in ASIC, Location ID Separation Protocol (LISP), Open Shortest Path First (OSPF), VLAN Double Tagging (Q-in-Q), Zero-touch provisioning (ZTP), Switched Port Analyzer (SPAN), Cisco StackWise VirtualCompliant StandardsIEEE 802.3, IEEE 802.3u, IEEE 802.3z, IEEE 802.1D, IEEE 802.1Q, IEEE 802.3ab, IEEE 802.1p, IEEE 802.3x, IEEE 802.3ad (LACP), IEEE 802.1w, IEEE 802.1x, IEEE 802.3ae, IEEE 802.1s, IEEE 802.1aeProcessor1: 2.4 GHzRAM16 GB - DIMM 288-pin - DDR4 SDRAMFlash Memory16 GBBuilt-in DevicesRFID tagExpansion / ConnectivityInterfaces24 x 40Gbit LAN QSFP ¦ 2 x USB 3.0PowerPower DeviceInternal power supply - hot-plugInstalled Qty1 (installed) / 2 (max)Power RedundancyOptionalPower Redundancy Scheme1+1Power Provided950 WattVoltage RequiredAC 120/230 V (50 - 60 Hz)FeaturesFront-to-rear air?owMiscellaneousMTBF127,660 hoursCompliant StandardsPlug and Play, CISPR 22 Class A, CISPR 24, EN55024, EN55022 Class A, EN50082-1, EN 61000-6-1, AS/NZS 60950-1, ICES-003 Class A, FCC CFR47 Part 15, UL 60950-1, IEC 60950-1, EN 60950-1, GB 4943, CAN/CSA C22.2 No. 60950-1, VCCI Class A, KN24, KN22 Class A, EN 300386, EN61000-3-2, EN61000-3-3, CNS 13438 Class A, KN 61000-4Dimensions & WeightWidth17.5 inDepth21.5 inHeight1.7 inEnvironmental ParametersMin Operating Temperature32 °FMax Operating Temperature104 °FHumidity Range Operating5 - 90% (non-condensing)Min Storage Temperature-4 °FMax Storage Temperature149 °FHumidity Range Storage5 - 95% (non-condensing)",8.493E3,38031453,,
3990,Samsung,Samsung Portable SSD T7 Touch 2TB - Zwart,"Portable SSD T7 Touch USB 3.2, NVMe, 1TB",429.00,327893,,
3991,,FISHER & PAYKEL 12KG FRONT LOADING WASHER,,2499,4673069,,
3992,Logitech,Logitech G Pro Flight Instrument Panel 945-000027,"The Logitech G Pro Flight Instrument Panel 945-000027 upgrade your flight sim experience with the Logitech G Flight Instrument Panel. A colorful 3.5-inch LCD screen seamlessly integrates into your favorite flight sim software. The Instrument Panel automatically updates and reacts to software events, giving you accurate, real-time access to important flight and aircraft information.CONDITIONBrand New - A brand-new, unused, unopened, undamaged item in its original packaging.WARRANTYThis item comes with 24 month manufacturer's warranty.FEATURES• 15 Different Readout Modules in One Compact Box• Fully Customizable for All Flying Conditions• Colorful 3.5-inch LCD screen• Plug-and-PlayQUICK SPECIFICATIONS• Connection Type: USB• USB Protocol: USB 2.0• USB Speed: Full Speed• Indicator LIghts (LED): Yes• LCD Display: Yes• USB Ports (Built-in): No• Backlighting: NoWHAT'S INCLUDED• Flight instrument panel• Flight instrument bracket• User documentationDo you have a question about this product? Please call 1800 90 90 99.",297.95,52666391,,
3993,Bosch,Bosch WAT2840SGB Serie 6 9kg 1400rpm Freestanding Washing Machine - Silver,"Product InformationPerformanceEnergy Efficiency Class: A+++ at a range of energy efficiency classes from A+++ to DCapacity: 9 kgMaximum spin speed: 1400 rpmB spin classEnergy consumption :152 kWh per year, based on 220 standard washing cycles-30% more economical (152kWh/year) than the standard value (217 kWh/year) of energy efficiency class A+++Energy consumption: standard 60 °C cotton programme 0.92 kwh full load and 0.59 kwh partial load and 40 °C cotton programme 0.41 kwh partial loadCottons 60 Eco and Cottons 40 Eco are the standard washing programmes to which the information in the label relates. These programmes are suitable to clean normally soiled cotton laundry and are the most efficient programmes in terms of combined energy and water consumption.Weighted power consumption off-mode / left-on mode: 0.12 W / 0.43 WDuration of the left-on mode: 0 minWater consumption 11200 litres per year, based on 220 standard washing cyclesProgramme time:60 °C cotton programme 285 min at full load 285 min at partial load and 40 °C cotton programme 285 min partial loadDrum volume: 63 litresNoise level washing : 49dB (A) re 1pW: Noise level spinning:75dB (A) re 1 pWProgrammes/functionsTouch control buttons: start/pause with reload function, Reduced Ironing option, Spin speed reduction, Temperature selection, Aqua Plus, SpeedPerfect, EcoPerfect and 24 h Ready inSpecial programmes: Single Rinse, Down Wear, Dark Wash, Drum clean, Shirts, Sportswear, Mixed Load, Drain / Spin, Allergy +, Super Quick 15/30, Night Wash, Wool/Handwash,Safeguard monitoring system adjusts load distribution and programme settings to protect clothesKey featuresFully electronic metal control dial for wash programmes, temperature and special programmesEcoBar: Information about energy consumptionVarioPerfect: speed or energy efficiency with perfect wash performance every timeActiveWater: water management systemEcoSilence drive with 10 year warrantyAntiVibration Design - for more stability and quietnessReload function: Flexibility in adding laundry items into the drum, even after the wash cycle has started.Additional featuresLarge LED-Display for programme status indication, temperature selection, spin speed, remaining time and 24 hours end time delay, load recommendation and consumption indicationWaveDrum: gentle and efficient washing3D AquaSpa wash system with cascade for faster water penetrationDrumClean programme without reminder functionReload facilityEasy cleaning detergent drawerDivider for Liquid DetergentFlow-through sensor for optimum water useMultiple Water ProtectionContinuous load adjustmentOverdosage indicationFoam detection systemChild lockBuzzer to indicate the end of cycleTechnical InformationDimensions (H X W X D): 84.8 x 59.8 x 59 cmSlide-under installationLarge Silver-inox, black-grey door with 165° opening and 32cm porthole openingShow more;",459,77708052,,
3994,,Nikon Z24-70mm F4 S FX,Buy the Nikon Z24-70mm F4 S FX from Conns Cameras in Dublin. Irelands Top Photo and Video Specialist with unrivalled backup service and support,1071.00,1520704,,
3995,,OEM Canon 0906B001AA (PFI-701R) High-Yield Red Ink,OEM Canon 0906B001AA (PFI-701R) High-Yield Red InkCompatible with:imagePROGRAF iPF8000imagePROGRAF iPF8100imagePROGRAF iPF9000imagePROGRAF iPF9100,449.99,72546639,,
3996,Xerox,Xerox Original Toner Cartridge - Black **,Laser - Extra High Yield - 15000 Pages,402.99,449778,,
3997,Brother,Genuine Brother MagentaTN-340M Toner Cartridge 1.5K Pages,,117.18,63585853,,
3998,,Bike Key Chain Bottle Opener,"Engineered for comfort and leverage, makes it a snap to open your favorite beverages. Favorite beverages not included.FeaturesA compact opener featuring blue handle and a 10mm wrenchFits on a keychain or in a pocket or wedge pack",6.95E0,2152841,,
3999,,Lacie Mobile Drive USB 3.1-C 4TB Silver STHG4000400,,1.7895E2,267024,,
4000,zebra,Zebra premier cleaning kit 105909-169,,,1733071,,
4001,,CH-31230-YL-GG Yellow Metal Indoor-Outdoor Stackable Chair by Flash Furniture,,78.78,3270134,,
